OFFCHIP_PLATINUM_78kHz_IN-PHASE,OFFCHIP_GOLD_78kHz_IN-PHASE,OFFCHIP_PLATINUM_200Hz_IN-PHASE,OFFCHIP_PLATINUM_200Hz_QUADRATURE,OFFCHIP_GOLD_200Hz_IN-PHASE,OFFCHIP_GOLD_200Hz_QUADRATURE,OFFCHIP_SILVER_200Hz_IN-PHASE,OFFCHIP_SILVER_200Hz_QUADRATURE,OFFCHIP_NICKEL_200Hz_IN-PHASE,OFFCHIP_NICKEL_200Hz_QUADRATURE,CLASS
-19.12232732406119,-9.05567586458892,-49.411868753417366,-1.0364582234451518,35.16467517141791,-27.753461332946245,-7.100299430029736,1.41154549103112,1.6825471219608517,0.12718892386328662,ETHANOL
-19.12232732406119,-8.05567586458892,42.588131246582634,41.96354177655485,38.16467517141791,-27.753461332946245,-5.100299430029736,1.41154549103112,0.6825471219608517,2.1271889238632866,ETHANOL
-18.12232732406119,-10.05567586458892,-27.411868753417366,18.963541776554848,31.16467517141791,-23.753461332946245,-9.100299430029736,0.41154549103112004,0.6825471219608517,1.1271889238632866,ETHANOL
-22.12232732406119,-9.05567586458892,-48.411868753417366,17.963541776554848,47.16467517141791,-34.753461332946245,-6.100299430029736,0.41154549103112004,3.6825471219608517,5.127188923863287,ETHANOL
-39.12232732406119,-36.05567586458892,-53.411868753417366,14.963541776554848,26.16467517141791,-13.753461332946245,-10.100299430029736,0.41154549103112004,4.682547121960852,7.127188923863287,ETHANOL
-46.12232732406119,-30.05567586458892,-85.41186875341737,21.963541776554848,12.164675171417912,-3.7534613329462445,-6.100299430029736,2.41154549103112,-2.3174528780391483,8.127188923863287,ETHANOL
-53.12232732406119,-34.05567586458892,-89.41186875341737,18.963541776554848,29.16467517141791,-5.7534613329462445,-7.100299430029736,1.41154549103112,0.6825471219608517,13.127188923863287,ETHANOL
-58.12232732406119,-34.05567586458892,-93.41186875341737,24.963541776554848,8.164675171417912,-1.7534613329462445,-8.100299430029736,3.41154549103112,-7.317452878039148,12.127188923863287,ETHANOL
-63.12232732406119,-35.05567586458892,-81.41186875341737,32.96354177655485,15.164675171417912,0.2465386670537555,-9.100299430029736,2.41154549103112,-3.3174528780391483,14.127188923863287,ETHANOL
-67.12232732406119,-34.05567586458892,-90.41186875341737,31.963541776554848,10.164675171417912,0.2465386670537555,-11.100299430029736,4.41154549103112,-6.317452878039148,12.127188923863287,ETHANOL
-69.12232732406119,-35.05567586458892,-120.41186875341737,20.963541776554848,19.16467517141791,-4.7534613329462445,-8.100299430029736,6.41154549103112,-5.317452878039148,13.127188923863287,ETHANOL
-74.12232732406119,-35.05567586458892,-119.41186875341737,20.963541776554848,24.16467517141791,-1.7534613329462445,-11.100299430029736,5.41154549103112,-4.317452878039148,16.127188923863287,ETHANOL
-80.12232732406119,-37.05567586458892,-113.41186875341737,22.963541776554848,25.16467517141791,-4.7534613329462445,-12.100299430029736,5.41154549103112,-7.317452878039148,13.127188923863287,ETHANOL
-79.12232732406119,-34.05567586458892,-119.41186875341737,27.963541776554848,21.16467517141791,-5.7534613329462445,-12.100299430029736,5.41154549103112,-5.317452878039148,16.127188923863287,ETHANOL
-79.12232732406119,-36.05567586458892,-142.41186875341737,23.963541776554848,22.16467517141791,2.2465386670537555,-13.100299430029736,6.41154549103112,-12.317452878039148,14.127188923863287,ETHANOL
-88.12232732406119,-37.05567586458892,-140.41186875341737,18.963541776554848,39.16467517141791,-5.7534613329462445,-14.100299430029736,5.41154549103112,-15.317452878039148,16.127188923863287,ETHANOL
-88.12232732406119,-36.05567586458892,-143.41186875341737,20.963541776554848,48.16467517141791,-7.7534613329462445,-18.100299430029736,7.41154549103112,-15.317452878039148,14.127188923863287,ETHANOL
-100.12232732406119,-41.05567586458892,-42.411868753417366,78.96354177655485,20.16467517141791,-4.7534613329462445,-20.100299430029736,7.41154549103112,-15.317452878039148,18.127188923863287,ETHANOL
-103.12232732406119,-41.05567586458892,-117.41186875341737,59.96354177655485,38.16467517141791,-3.7534613329462445,-20.100299430029736,7.41154549103112,-12.317452878039148,17.127188923863287,ETHANOL
-106.12232732406119,-44.05567586458892,-125.41186875341737,51.96354177655485,32.16467517141791,-0.7534613329462445,-23.100299430029736,7.41154549103112,-11.317452878039148,20.127188923863287,ETHANOL
-107.12232732406119,-47.05567586458892,-24.411868753417366,86.96354177655485,55.16467517141791,1.2465386670537555,-20.100299430029736,8.41154549103112,-13.317452878039148,22.127188923863287,ETHANOL
-111.12232732406119,-51.05567586458892,-124.41186875341737,57.96354177655485,46.16467517141791,3.2465386670537555,-22.100299430029736,7.41154549103112,-25.31745287803915,19.127188923863287,ETHANOL
-117.12232732406119,-52.05567586458892,-144.41186875341737,55.96354177655485,56.16467517141791,4.2465386670537555,-29.100299430029736,8.41154549103112,-28.31745287803915,20.127188923863287,ETHANOL
-118.12232732406119,-51.05567586458892,-137.41186875341737,58.96354177655485,60.16467517141791,2.2465386670537555,-19.100299430029736,9.41154549103112,-18.31745287803915,21.127188923863287,ETHANOL
-119.12232732406119,-51.05567586458892,-150.41186875341737,56.96354177655485,23.16467517141791,10.246538667053755,-23.100299430029736,10.41154549103112,-27.31745287803915,19.127188923863287,ETHANOL
-122.12232732406119,-56.05567586458892,-173.41186875341737,53.96354177655485,50.16467517141791,5.2465386670537555,-24.100299430029736,10.41154549103112,-28.31745287803915,20.127188923863287,ETHANOL
-127.12232732406119,-62.05567586458892,-155.41186875341737,54.96354177655485,35.16467517141791,7.2465386670537555,-27.100299430029736,9.41154549103112,-21.31745287803915,23.127188923863287,ETHANOL
-132.1223273240612,-63.05567586458892,-164.41186875341737,57.96354177655485,41.16467517141791,15.246538667053755,-29.100299430029736,9.41154549103112,-27.31745287803915,24.127188923863287,ETHANOL
-149.1223273240612,-70.05567586458892,-196.41186875341737,57.96354177655485,66.16467517141791,11.246538667053755,-28.100299430029736,9.41154549103112,-30.31745287803915,22.127188923863287,ETHANOL
-149.1223273240612,-68.05567586458892,-171.41186875341737,70.96354177655485,31.16467517141791,18.246538667053755,-30.100299430029736,11.41154549103112,-30.31745287803915,24.127188923863287,ETHANOL
-154.1223273240612,-69.05567586458892,-195.41186875341737,64.96354177655485,45.16467517141791,11.246538667053755,-25.100299430029736,11.41154549103112,-28.31745287803915,26.127188923863287,ETHANOL
-159.1223273240612,-73.05567586458892,-181.41186875341737,70.96354177655485,53.16467517141791,15.246538667053755,-28.100299430029736,12.41154549103112,-30.31745287803915,27.127188923863287,ETHANOL
-165.1223273240612,-70.05567586458892,-207.41186875341737,70.96354177655485,42.16467517141791,23.246538667053755,-33.100299430029736,13.41154549103112,-34.31745287803915,29.127188923863287,ETHANOL
-169.1223273240612,-75.05567586458892,-228.41186875341737,63.96354177655485,62.16467517141791,20.246538667053755,-34.100299430029736,14.41154549103112,-35.31745287803915,30.127188923863287,ETHANOL
-170.1223273240612,-75.05567586458892,-225.41186875341737,66.96354177655485,69.16467517141791,23.246538667053755,-34.100299430029736,13.41154549103112,-36.31745287803915,26.127188923863287,ETHANOL
-174.1223273240612,-78.05567586458892,-227.41186875341737,66.96354177655485,56.16467517141791,28.246538667053755,-32.100299430029736,15.41154549103112,-36.31745287803915,31.127188923863287,ETHANOL
-177.1223273240612,-77.05567586458892,-221.41186875341737,71.96354177655485,29.16467517141791,25.246538667053755,-36.100299430029736,16.41154549103112,-41.31745287803915,29.127188923863287,ETHANOL
-180.1223273240612,-76.05567586458892,-214.41186875341737,80.96354177655485,37.16467517141791,23.246538667053755,-34.100299430029736,14.41154549103112,-43.31745287803915,28.127188923863287,ETHANOL
-180.1223273240612,-80.05567586458892,-212.41186875341737,82.96354177655485,36.16467517141791,24.246538667053755,-38.100299430029736,15.41154549103112,-45.31745287803915,26.127188923863287,ETHANOL
-186.1223273240612,-82.05567586458892,-181.41186875341737,102.96354177655485,54.16467517141791,30.246538667053755,-34.100299430029736,15.41154549103112,-42.31745287803915,31.127188923863287,ETHANOL
-187.1223273240612,-83.05567586458892,-249.41186875341737,78.96354177655485,41.16467517141791,25.246538667053755,-36.100299430029736,17.41154549103112,-45.31745287803915,29.127188923863287,ETHANOL
-191.1223273240612,-88.05567586458892,-248.41186875341737,79.96354177655485,37.16467517141791,31.246538667053755,-39.100299430029736,16.41154549103112,-46.31745287803915,31.127188923863287,ETHANOL
-195.1223273240612,-90.05567586458892,-258.41186875341737,80.96354177655485,40.16467517141791,34.246538667053755,-43.100299430029736,16.41154549103112,-48.31745287803915,30.127188923863287,ETHANOL
-199.1223273240612,-92.05567586458892,-254.41186875341737,82.96354177655485,45.16467517141791,39.246538667053755,-39.100299430029736,16.41154549103112,-49.31745287803915,33.12718892386329,ETHANOL
